proposal_selectable_id,model_key,orderable_rpo,candidate_canonical_selectable_id_preview,candidate_bucket,triage_status,source_ref_count,proposal_label,description,recommended_action,readiness_impact,notes
prop_stingray_mechanical_nb9,stingray,NB9,sel_stingray_nb9,clean_new_candidate,candidate_for_future_apply_plan,6,"Emissions override, state-specific (for dealers ordering vehicles in (YF5) or (NE1) emission states - California, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont and Washington)","Emissions override, state-specific (for dealers ordering vehicles in (YF5) or (NE1) emission states - California, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont and Washington)",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_mechanical_nc7,stingray,NC7,sel_stingray_nc7,clean_new_candidate,candidate_for_future_apply_plan,6,"Emissions override, Federal (for vehicles ordered by dealers in Federal emission states with (YF5) or (NE1) emissions - Not required for vehicles being shipped to California, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont or Washington)","Emissions override, Federal (for vehicles ordered by dealers in Federal emission states with (YF5) or (NE1) emissions - Not required for vehicles being shipped to California, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont or Washington)",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_mechanical_ne1,stingray,NE1,sel_stingray_ne1,clean_new_candidate,candidate_for_future_apply_plan,6,"Emissions, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont and Washington state requirements","Emissions, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont and Washington state requirements",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_mechanical_nwi,stingray,NWI,sel_stingray_nwi,clean_new_candidate,candidate_for_future_apply_plan,6,"NEW!  Exhaust tips, bright, center, quad, exposed","NEW!  Exhaust tips, bright, center, quad, exposed",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_exterior_pcu,stingray,PCU,sel_stingray_pcu,clean_new_candidate,candidate_for_future_apply_plan,6,"LPO, Stingray Protection Package, includes (VWE) front radiator grille screens LPO, (STI) Black composite rocker extensions LPO, and (VQK) Black custom splash guards LPO, Genuine Corvette Accessories","LPO, Stingray Protection Package, includes (VWE) front radiator grille screens LPO, (STI) Black composite rocker extensions LPO, and (VQK) Black custom splash guards LPO, Genuine Corvette Accessories",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_exterior_pcx,stingray,PCX,sel_stingray_pcx,clean_new_candidate,candidate_for_future_apply_plan,6,"LPO, Tech Bronze Accent Package, includes (5DG) 19"" front/20"" rear 20-spoke Tech Bronze aluminum wheels LPO, (SFZ) Dark Stealth crossed flags emblem LPO, (SHT) Jake hood graphic with Tech Bronze accent LPO and (SNG) Carbon Flash Metallic with Tech Bronze accent fender hash stripes LPO, Genuine Corvette Accessories","LPO, Tech Bronze Accent Package, includes (5DG) 19"" front/20"" rear 20-spoke Tech Bronze aluminum wheels LPO, (SFZ) Dark Stealth crossed flags emblem LPO, (SHT) Jake hood graphic with Tech Bronze accent LPO and (SNG) Carbon Flash Metallic with Tech Bronze accent fender hash stripes LPO, Genuine Corvette Accessories",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_exterior_pdv,stingray,PDV,sel_stingray_pdv,clean_new_candidate,candidate_for_future_apply_plan,6,"LPO, Stingray R Appearance Package, includes (SB7) Corvette Racing Themed Graphics Package with Jake and Stingray R logos and (VWD) Stingray R logo wheel center caps, Genuine Corvette Accessory","LPO, Stingray R Appearance Package, includes (SB7) Corvette Racing Themed Graphics Package with Jake and Stingray R logos and (VWD) Stingray R logo wheel center caps, Genuine Corvette Accessory",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_interior_pdy,stingray,PDY,sel_stingray_pdy,clean_new_candidate,candidate_for_future_apply_plan,6,"LPO, Roadside Safety Package, includes (RYT) First Aid Kit, LPO and (S08) Highway Safety Kit, LPO, Genuine Corvette Accessory","LPO, Roadside Safety Package, includes (RYT) First Aid Kit, LPO and (S08) Highway Safety Kit, LPO, Genuine Corvette Accessory",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_interior_pef,stingray,PEF,sel_stingray_pef,clean_new_candidate,candidate_for_future_apply_plan,6,"LPO, Contoured Liner Protection Package, includes (CAV) contoured cargo area liners with Jake logo and (RIA) all-weather floor liners with Jake logo, Genuine Corvette Accessory","LPO, Contoured Liner Protection Package, includes (CAV) contoured cargo area liners with Jake logo and (RIA) all-weather floor liners with Jake logo, Genuine Corvette Accessory",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_exterior_pin,stingray,PIN,sel_stingray_pin,clean_new_candidate,candidate_for_future_apply_plan,6,Customer VIN ending reservation,Customer VIN ending reservation,include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_interior_prb,stingray,PRB,sel_stingray_prb,clean_new_candidate,candidate_for_future_apply_plan,6,"3 Years OnStar One (Standalone) Elevate your everyday drives with OnStar One. Have peace of mind with 24/7 access to Emergency Advisors and Stolen Vehicle Assistance. Plus, stay connected and entertained with an in-vehicle Wi-Fi hotspot and on eligible vehicles get access to expanded in-vehicle apps, including internet browser, games and video streaming.","3 Years OnStar One (Standalone) Elevate your everyday drives with OnStar One. Have peace of mind with 24/7 access to Emergency Advisors and Stolen Vehicle Assistance. Plus, stay connected and entertained with an in-vehicle Wi-Fi hotspot and on eligible vehicles get access to expanded in-vehicle apps, including internet browser, games and video streaming.",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_exterior_q99,stingray,Q99,sel_stingray_q99,clean_new_candidate,candidate_for_future_apply_plan,6,"Wheels, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 27.9 cm) rear 20-spoke bright machined-face forged aluminum","Wheels, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 27.9 cm) rear 20-spoke bright machined-face forged aluminum",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_exterior_q9a,stingray,Q9A,sel_stingray_q9a,clean_new_candidate,candidate_for_future_apply_plan,6,"Wheels, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 27.9 cm) rear 20-spoke Midnight Gray forged aluminum with Red stripe","Wheels, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 27.9 cm) rear 20-spoke Midnight Gray forged aluminum with Red stripe",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_exterior_q9i,stingray,Q9I,sel_stingray_q9i,clean_new_candidate,candidate_for_future_apply_plan,6,"Wheels, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 27.9 cm) rear 20-spoke Gloss Black forged aluminum","Wheels, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 27.9 cm) rear 20-spoke Gloss Black forged aluminum",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_exterior_q9o,stingray,Q9O,sel_stingray_q9o,clean_new_candidate,candidate_for_future_apply_plan,6,"Wheels, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 27.9 cm) rear 5-split-spoke Satin Graphite with machined edge forged aluminum","Wheels, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 27.9 cm) rear 5-split-spoke Satin Graphite with machined edge forged aluminum",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_exterior_qe6,stingray,QE6,sel_stingray_qe6,clean_new_candidate,candidate_for_future_apply_plan,6,"NEW!  Wheels, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 27.9 cm) rear 10-spoke Gloss Black forged aluminum","NEW!  Wheels, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 27.9 cm) rear 10-spoke Gloss Black forged aluminum",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_interior_r6p,stingray,R6P,sel_stingray_r6p,clean_new_candidate,candidate_for_future_apply_plan,6,3 Years SiriusXM,3 Years SiriusXM,include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_interior_r6x,stingray,R6X,sel_stingray_r6x,clean_new_candidate,candidate_for_future_apply_plan,6,Custom Interior Trim and Seat Combination,Custom Interior Trim and Seat Combination,include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_exterior_r8c,stingray,R8C,sel_stingray_r8c,clean_new_candidate,candidate_for_future_apply_plan,6,"Corvette Museum Delivery, acknowledgement form required, includes (CFX) Corvette Museum logo plaque personalized with your name and VIN","Corvette Museum Delivery, acknowledgement form required, includes (CFX) Corvette Museum logo plaque personalized with your name and VIN",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_interior_r9v,stingray,R9V,sel_stingray_r9v,clean_new_candidate,candidate_for_future_apply_plan,6,"Mobile Service Plus. MobileService+ is a suite of service conveniences for 3 years - Mobile Service, Pick-up & Delivery, and Loaner with Drop off. MobileService+ van will come to your home to perform select services or pick up your vehicle and return it once the service is completed at the dealership. Cost of part and labor are not included","Mobile Service Plus. MobileService+ is a suite of service conveniences for 3 years - Mobile Service, Pick-up & Delivery, and Loaner with Drop off. MobileService+ van will come to your home to perform select services or pick up your vehicle and return it once the service is completed at the dealership. Cost of part and labor are not included",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_interior_r9w,stingray,R9W,sel_stingray_r9w,clean_new_candidate,candidate_for_future_apply_plan,6,"Deleted Mobile Service Plus. Delete MobileService+ service conveniences - Mobile Service, Pick-up & Delivery, and Loaner with Drop Off. By selecting R9W, you acknowledge that you are forgoing the margin and the ability to receive MobileService+ allowances","Deleted Mobile Service Plus. Delete MobileService+ service conveniences - Mobile Service, Pick-up & Delivery, and Loaner with Drop Off. By selecting R9W, you acknowledge that you are forgoing the margin and the ability to receive MobileService+ allowances",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_interior_r9y,stingray,R9Y,sel_stingray_r9y,clean_new_candidate,candidate_for_future_apply_plan,6,"Mobile Service Plus. MobileService+ is a suite of service conveniences for 1 year - Mobile Service, Pick-up & Delivery, and Loaner with Drop off. MobileService+ van will come to your home to perform select services or pick up your vehicle and return it once the service is completed at the dealership. Cost of part and labor are not included","Mobile Service Plus. MobileService+ is a suite of service conveniences for 1 year - Mobile Service, Pick-up & Delivery, and Loaner with Drop off. MobileService+ van will come to your home to perform select services or pick up your vehicle and return it once the service is completed at the dealership. Cost of part and labor are not included",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_interior_ria,stingray,RIA,sel_stingray_ria,clean_new_candidate,candidate_for_future_apply_plan,6,"LPO, All-weather floor liners with Jake logo, Genuine Corvette Accessory","LPO, All-weather floor liners with Jake logo, Genuine Corvette Accessory",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_exterior_ryq,stingray,RYQ,sel_stingray_ryq,clean_new_candidate,candidate_for_future_apply_plan,6,"LPO, Visible Carbon Fiber door intake trim, Genuine Corvette Accessory","LPO, Visible Carbon Fiber door intake trim, Genuine Corvette Accessory",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_interior_ryt,stingray,RYT,sel_stingray_ryt,clean_new_candidate,candidate_for_future_apply_plan,6,"LPO, First Aid Kit, Genuine Corvette Accessory","LPO, First Aid Kit, Genuine Corvette Accessory",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_exterior_rz9,stingray,RZ9,sel_stingray_rz9,clean_new_candidate,candidate_for_future_apply_plan,6,"LPO, Visible Carbon Fiber grille insert, Genuine Corvette Accessory","LPO, Visible Carbon Fiber grille insert, Genuine Corvette Accessory",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_interior_s08,stingray,S08,sel_stingray_s08,clean_new_candidate,candidate_for_future_apply_plan,6,"LPO, Highway Safety Kit, Genuine Corvette Accessory","LPO, Highway Safety Kit, Genuine Corvette Accessory",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_exterior_s47,stingray,S47,sel_stingray_s47,clean_new_candidate,candidate_for_future_apply_plan,6,"LPO, Chrome lug nuts, Genuine Corvette Accessory","LPO, Chrome lug nuts, Genuine Corvette Accessory",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_exterior_sbt,stingray,SBT,sel_stingray_sbt,clean_new_candidate,candidate_for_future_apply_plan,6,"LPO, Dual roof, adds transparent removable roof panel and includes (SC7) roof panel storage pouch, Genuine Corvette Accessories","LPO, Dual roof, adds transparent removable roof panel and includes (SC7) roof panel storage pouch, Genuine Corvette Accessories",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_interior_sc7,stingray,SC7,sel_stingray_sc7,clean_new_candidate,candidate_for_future_apply_plan,6,"LPO, Roof panel storage pouch, Genuine Corvette Accessory","LPO, Roof panel storage pouch, Genuine Corvette Accessory",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_exterior_sfe,stingray,SFE,sel_stingray_sfe,clean_new_candidate,candidate_for_future_apply_plan,6,"LPO, Chrome wheel locks, Genuine Corvette Accessory","LPO, Chrome wheel locks, Genuine Corvette Accessory",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_exterior_spy,stingray,SPY,sel_stingray_spy,clean_new_candidate,candidate_for_future_apply_plan,6,"LPO, Black lug nuts, Genuine Corvette Accessory","LPO, Black lug nuts, Genuine Corvette Accessory",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_exterior_spz,stingray,SPZ,sel_stingray_spz,clean_new_candidate,candidate_for_future_apply_plan,6,"LPO, Black wheel locks, Genuine Corvette Accessory","LPO, Black wheel locks, Genuine Corvette Accessory",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_exterior_sti,stingray,STI,sel_stingray_sti,clean_new_candidate,candidate_for_future_apply_plan,6,"LPO, Composite rocker extensions, Black, Genuine Corvette Accessory","LPO, Composite rocker extensions, Black, Genuine Corvette Accessory",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_interior_tu7,stingray,TU7,sel_stingray_tu7,clean_new_candidate,candidate_for_future_apply_plan,6,"Seats, two-tone","Seats, two-tone",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_interior_v8x,stingray,V8X,sel_stingray_v8x,clean_new_candidate,candidate_for_future_apply_plan,6,"LPO, Visible Carbon Fiber sill plates Genuine Corvette Accessory","LPO, Visible Carbon Fiber sill plates Genuine Corvette Accessory",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_exterior_vk3,stingray,VK3,sel_stingray_vk3,clean_new_candidate,candidate_for_future_apply_plan,6,"License plate bracket, front","License plate bracket, front",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_exterior_vqk,stingray,VQK,sel_stingray_vqk,clean_new_candidate,candidate_for_future_apply_plan,6,"LPO, Custom splash guards, Black, Genuine Corvette Accessory","LPO, Custom splash guards, Black, Genuine Corvette Accessory",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_exterior_vwe,stingray,VWE,sel_stingray_vwe,clean_new_candidate,candidate_for_future_apply_plan,6,"LPO, Front radiator grille screens, Genuine Corvette Accessory","LPO, Front radiator grille screens, Genuine Corvette Accessory",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_mechanical_wub,stingray,WUB,sel_stingray_wub_3710651b,clean_new_candidate,candidate_for_future_apply_plan,6,"NEW!  Exhaust, quad center exit","NEW!  Exhaust, quad center exit",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_standard_equipment_wub,stingray,WUB,sel_stingray_wub_3a846eda,clean_new_candidate,candidate_for_future_apply_plan,6,"NEW!  Exhaust, quad center exit","NEW!  Exhaust, quad center exit",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_mechanical_yf5,stingray,YF5,sel_stingray_yf5,clean_new_candidate,candidate_for_future_apply_plan,6,"Emissions, California state requirements, 50-state certified","Emissions, California state requirements, 50-state certified",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_mechanical_z51,stingray,Z51,sel_stingray_z51,clean_new_candidate,candidate_for_future_apply_plan,6,"Z51 Performance Package, includes (J55) Z51 performance brakes, (FE3) Z51 performance suspension, (G0K) 5.56 rear axle ratio, (G96) Electronic Limited Slip Differential (eLSD), (M1N) 8-speed dual clutch transmission, (T0A) Z51 rear spoiler, front splitter, (QTU) 245/35ZR19 XL front and 305/30ZR20 XL rear, blackwall, high performance tires and (V08) heavy-duty cooling system","Z51 Performance Package, includes (J55) Z51 performance brakes, (FE3) Z51 performance suspension, (G0K) 5.56 rear axle ratio, (G96) Electronic Limited Slip Differential (eLSD), (M1N) 8-speed dual clutch transmission, (T0A) Z51 rear spoiler, front splitter, (QTU) 245/35ZR19 XL front and 305/30ZR20 XL rear, blackwall, high performance tires and (V08) heavy-duty cooling system",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_exterior_zf1,stingray,ZF1,sel_stingray_zf1,clean_new_candidate,candidate_for_future_apply_plan,6,"Aero delete, removes (T0A) Z51 rear spoiler and front splitter from Z51 Performance Package","Aero delete, removes (T0A) Z51 rear spoiler and front splitter from Z51 Performance Package",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
prop_stingray_exterior_zyc,stingray,ZYC,sel_stingray_zyc,clean_new_candidate,candidate_for_future_apply_plan,6,"Carbon Flash Metallic-painted outside mirrors and spoiler (when equipped), includes (DRG) Carbon Flash Metallic-painted outside mirrors","Carbon Flash Metallic-painted outside mirrors and spoiler (when equipped), includes (DRG) Carbon Flash Metallic-painted outside mirrors",include_in_future_apply_plan_after_section_mapping,mapping_needed,Candidate IDs remain preview-only and are not approved for insertion.
